store_id,latitude,longitude,fulfilment_dc,fulfilment_dc_standard
ZT62,2.64431233589886,102.316912812929,HQ,HQ
ZT63,2.65505960799402,102.003646695113,HQ,HQ
ZT64,2.215831,102.27039,HQ,HQ
ZT65,2.99757831779687,101.812592040512,HQ,HQ
ZT66,2.97053526840378,101.713778576611,HQ,HQ
ZT67,2.82146547595707,101.816968326197,HQ,HQ
ZT68,3.04155921184671,101.42700295651,HQ,HQ
ZT69,2.70026301849995,101.951759809659,HQ,HQ
ZT70,3.18647139599631,101.650688084825,HQ,HQ
ZT71,3.11079088968978,101.637314618588,HQ,HQ
ZT72,3.21105734330156,101.658722524893,HQ,HQ
ZT73,3.00449101526497,101.736555214035,HQ,HQ
ZT74,2.310566,102.279294,HQ,HQ
ZT75,3.24441273780084,101.668130005224,HQ,HQ
ZT76,2.48830760481908,102.193971554019,HQ,HQ
ZT77,3.10097591689179,101.741045839118,HQ,HQ
ZT78,3.11487907120581,101.611335739731,HQ,HQ
ZT79,2.84280660027302,101.829071094541,HQ,HQ
ZT80,3.12039373659007,101.761634438849,HQ,HQ
ZT81,3.13888159680809,101.440029355546,HQ,HQ
ZT82,2.155987,102.427531,HQ,HQ
ZT83,2.94497916935065,101.867804773709,HQ,HQ
ZT84,2.229203,102.22691,HQ,HQ
ZT85,3.16761044030589,101.736277692958,HQ,HQ
ZT86,3.2055203755967,101.470574284381,HQ,HQ
ZT87,2.347985,102.112321,HQ,HQ
ZT88,3.05385875146077,101.738729605327,HQ,HQ
ZT89,3.08714746588325,101.663751183148,HQ,HQ
ZT90,3.32410063992744,101.526009784239,HQ,HQ
ZT91,3.17748171859696,101.547943311013,HQ,HQ
ZT92,2.68444972473034,101.909685439909,HQ,HQ
ZT93,3.08411642999803,101.549386973151,HQ,HQ
ZT94,2.98229581236506,101.667471434371,HQ,HQ
ZT95,3.0983248278897,101.555116881273,HQ,HQ
ZT96,3.20149274367524,101.720149159248,HQ,HQ
ZT97,3.12787573838404,101.468082225437,HQ,HQ
ZT98,3.36972043347471,101.571646984339,HQ,HQ
ZT99,2.26383,102.188846,HQ,HQ
ZTA0,2.95752291155877,101.466354788079,HQ,HQ
ZTA1,3.22811348833619,101.559070067162,HQ,HQ
ZTA2,2.94966347385746,101.525175169501,HQ,HQ
ZTA3,2.99321882670615,101.760543222933,HQ,HQ
ZTA4,3.00609746341245,101.534670345458,HQ,HQ
ZTA5,2.90786333294267,101.865121878462,HQ,HQ
ZTA6,2.726138681101,101.999482877625,HQ,HQ
ZTA7,2.80155886387607,101.655448737197,HQ,HQ
ZTA8,2.66047886039509,101.878588244556,HQ,HQ
ZTA9,2.81238945638103,101.738361859365,HQ,HQ
ZTB0,2.83040340493891,101.617584766033,HQ,HQ
ZTB1,3.15975756242819,101.574055605914,HQ,HQ
ZTB2,2.96798792152607,101.641979627823,HQ,HQ
ZTB3,3.50558271067,101.104839612357,HQ,HQ
ZTB4,2.70415434577368,102.499213004533,HQ,HQ
ZTB5,2.51897712567322,102.157706292862,HQ,HQ
ZTB6,2.82512532891623,101.705841261527,HQ,HQ
ZTB7,2.360473789,102.0381357,HQ,HQ
ZTB8,3.03857167925143,101.696841176283,HQ,HQ
ZTB9,2.81867952934128,101.456940393287,HQ,HQ
ZTC0,3.00713468040011,101.569060957218,HQ,HQ
ZTC1,3.08070209146005,101.61639004649,HQ,HQ
ZTC2,2.69100710333819,101.982360940669,HQ,HQ
ZTC3,3.08115273205262,101.787144679554,HQ,HQ
ZTC4,2.82392359430467,101.890966728402,HQ,HQ
ZTC5,2.7081062107972,102.020206305157,HQ,HQ
ZTC6,3.24624393093245,101.426567357522,HQ,HQ
ZTC7,2.97785969716347,101.656437261448,HQ,HQ
ZTC8,2.82244060828236,101.530759969018,HQ,HQ
ZTC9,2.87072,101.814519,HQ,HQ
ZTD0,3.06824313261012,101.694262000699,HQ,HQ
ZTD1,3.22888623154667,101.426963118867,HQ,HQ
ZTD2,2.70914118316305,101.887683475887,HQ,HQ
ZTD3,3.02736329013032,101.726068319326,HQ,HQ
ZTD4,3.073071,101.762845,HQ,HQ
ZTD5,2.134709,102.489296,HQ,HQ
ZTD6,2.9711958589074,101.827506672123,HQ,HQ
ZTD7,3.38036664597213,101.41351489182,HQ,HQ
ZTD8,2.390421,102.379986,HQ,HQ
ZTD9,3.02608690692762,101.618462868981,HQ,HQ
ZTE0,3.08298820969257,101.62757137278,HQ,HQ
ZTE1,2.71008,101.94665,HQ,HQ
ZTE2,3.1563647,101.6113122,HQ,HQ
ZTE3,3.21164,101.711371,HQ,HQ
ZTE4,2.276342,102.26013,HQ,HQ
ZTE5,2.98401511956856,101.406406983674,HQ,HQ
ZTE6,2.85195454938759,101.800161224782,HQ,HQ
ZTE7,3.075436,101.660703,HQ,HQ
ZTE8,2.44593002212923,101.858986437698,HQ,HQ
ZTE9,3.06256518672548,101.749827736154,HQ,HQ
ZTF0,2.20391,102.221674,HQ,HQ
ZTF1,2.187931,102.267485,HQ,HQ
ZTF2,2.75281617282702,101.954815811275,HQ,HQ
ZTF3,2.97046021470628,101.77445551266,HQ,HQ
ZTF4,2.271701,102.216854,HQ,HQ
ZTF5,3.30782413636815,101.584947352146,HQ,HQ
ZTF6,2.98038082136625,101.443798745794,HQ,HQ
ZTF7,2.23944,102.23418,HQ,HQ
ZTF8,2.52291,101.799546,HQ,HQ
ZTF9,3.429873,101.557381,HQ,HQ
ZTG0,3.18222695182923,101.509515439165,HQ,HQ
ZTG1,2.64532,101.745572,HQ,HQ
ZTG2,3.233711,101.414792,HQ,HQ
ZTG3,2.880866,101.915889,HQ,HQ
ZTG4,3.18581,101.527145,HQ,HQ
ZTG5,2.834368,102.409379,HQ,HQ
ZTG6,2.707184,101.993941,HQ,HQ
ZTG7,2.709104,101.925448,HQ,HQ
ZTG8,2.238706,102.260219,HQ,HQ
ZTG9,2.726449,101.894691,HQ,HQ
ZTH0,3.024387,101.513043,HQ,HQ
ZTH1,3.227528,101.455167,HQ,HQ
ZTH2,3.056055,101.484262,HQ,HQ
ZTH3,3.249071,101.649179,HQ,HQ
ZTH4,2.999292,101.431318,HQ,HQ
ZTH5,3.00903,101.57781,HQ,HQ
ZTH6,3.13751,101.60979,HQ,HQ
ZTH7,2.948913,101.548591,HQ,HQ
ZTH8,3.135812,101.418724,HQ,HQ
ZTI0,3.069291,101.414923,HQ,HQ
ZTI1,3.454509,101.662438,HQ,HQ
ZTI2,2.987507,101.4191,HQ,HQ
ZTI3,2.80469,102.37474,HQ,HQ
ZTI4,3.031877,101.784262,HQ,HQ
ZTI5,3.060567,101.62656,HQ,HQ
ZTI6,2.730577,101.986144,HQ,HQ
ZTI7,3.179358,101.741479,HQ,HQ
ZTI9,3.107774,101.705953,HQ,HQ
ZTJ0,2.988212,101.467661,HQ,HQ
ZTJ1,3.002882,101.790803,HQ,HQ
ZTJ2,2.980014,101.512731,HQ,HQ
ZTJ3,2.995198,101.572504,HQ,HQ
ZTJ4,3.054591,101.789085,HQ,HQ
ZTJ5,3.216997,101.522643,HQ,HQ
ZTJ6,2.984423,101.77924,HQ,HQ
ZTJ7,3.084373,101.442058,HQ,HQ
ZTJ8,3.032691,101.453787,HQ,HQ
ZTJ9,3.001565,101.596928,HQ,HQ
ZTK1,3.334488,101.5177,HQ,HQ
ZTK3,2.670978,101.982381,HQ,HQ
ZTK5,2.736537,101.938332,HQ,HQ
ZTK6,2.555147,102.255985,HQ,HQ
ZTK7,2.241193,102.214875,HQ,HQ
ZTL4,2.942303,101.790294,HQ,HQ
DA03,5.4323419,101.1276607,NDC,NDC
DP02,5.3341762,100.2910477,NDC,NDC
EA04,4.609586,100.682743,NDC,NDC
EA05,4.78692,100.72238,NDC,NDC
EA06,4.524756,100.653511,NDC,NDC
EA07,4.2240416,100.7455088,NDC,NDC
EA08,4.885463,100.738196,NDC,NDC
EA09,4.929554,100.922055,NDC,NDC
EA10,4.379619,100.690015,NDC,NDC
EA12,4.836034,100.629384,NDC,NDC
EK01,5.622113,100.536018,NDC,NDC
EK02,5.7076987,100.4738995,NDC,NDC
EK03,6.243474,100.453224,NDC,NDC
EK04,5.4268537,100.53618,NDC,NDC
EK05,6.1536513,100.3993981,NDC,NDC
EK08,5.614808,100.504708,NDC,NDC
EK09,5.908585,100.476814,NDC,NDC
EK10,5.627992,100.470859,NDC,NDC
EK11,5.709271,100.534427,NDC,NDC
EK12,5.691438,100.539467,NDC,NDC
EK13,5.637823,100.558834,NDC,NDC
EP01,5.289316,100.247933,NDC,NDC
EP02,5.364956,100.446605,NDC,NDC
EP03,5.478669869,100.2526152,NDC,NDC
EP04,5.411440649,100.4111246,NDC,NDC
EP05,5.464633,100.280271,NDC,NDC
EP06,5.538916,100.466563,NDC,NDC
EP07,5.352108,100.299639,NDC,NDC
ER01,6.439359,100.209676,NDC,NDC
ER02,6.354949,100.187105,NDC,NDC
P001,5.114111,100.486194,NDC,NDC
P002,5.348083,100.472778,NDC,NDC
P003,5.43163,100.38443,NDC,NDC
P005,4.85,100.741222,NDC,NDC
P007,5.405529,100.405019,NDC,NDC
P011,6.079415,100.368312,NDC,NDC
P012,5.315785,100.475715,NDC,NDC
P014,5.395152,100.289569,NDC,NDC
P015,5.66,100.501333,NDC,NDC
P017,5.320722,100.478056,NDC,NDC
P018,4.872722,100.728528,NDC,NDC
P020,5.378773,100.314323,NDC,NDC
P021,6.128778,100.342778,NDC,NDC
P022,5.459709,100.308772,NDC,NDC
P025,5.436951,100.308937,NDC,NDC
P026,5.128556,100.482611,NDC,NDC
P027,4.866178,100.731483,NDC,NDC
P029,6.252694,100.428694,NDC,NDC
P031,4.865972,100.730167,NDC,NDC
P032,5.276806,100.490306,NDC,NDC
P033,5.636694,100.488667,NDC,NDC
P034,6.435306,100.43025,NDC,NDC
P037,5.51692,100.442829,NDC,NDC
P040,5.38553,100.546773,NDC,NDC
P041,5.351472,100.237056,NDC,NDC
P042,5.3243507,100.2818219,NDC,NDC
P043,5.435704,100.311083,NDC,NDC
P044,5.17848,100.48069,NDC,NDC
P045,5.387892,100.312999,NDC,NDC
P046,5.413272,100.332173,NDC,NDC
P049,5.388944,100.409083,NDC,NDC
P050,5.818139,100.482694,NDC,NDC
P051,5.859833,100.456,NDC,NDC
P052,5.439583,100.381611,NDC,NDC
P054,5.446948,100.43112,NDC,NDC
P055,5.488043,100.458236,NDC,NDC
P056,5.616339,100.471875,NDC,NDC
P061,5.328815,100.446213,NDC,NDC
P064,5.396564,100.315031,NDC,NDC
P065,5.621617,100.539227,NDC,NDC
P068,5.674218,100.509556,NDC,NDC
P069,6.145861,100.436563,NDC,NDC
P070,5.368008,100.4141264,NDC,NDC
P073,5.334624,100.503996,NDC,NDC
P074,6.111103,100.3511,NDC,NDC
P082,5.334055,100.290723,NDC,NDC
P083,5.365881,100.460563,NDC,NDC
P086,5.486583,100.479749,NDC,NDC
P088,5.408236,100.478243,NDC,NDC
P091,5.37101,100.219365,NDC,NDC
P092,5.440149,100.3832,NDC,NDC
P093,5.384821,100.392764,NDC,NDC
P094,6.256859345,100.6131504,NDC,NDC
P095,5.5160478,100.4508035,NDC,NDC
P096,6.001536,100.480995,NDC,NDC
P097,5.339541,100.429711,NDC,NDC
P098,5.3984,100.398993,NDC,NDC
P099,6.028343201,100.4825974,NDC,NDC
P100,5.39988,100.398485,NDC,NDC
P101,5.140301,100.490973,NDC,NDC
P102,5.351448,100.296614,NDC,NDC
P103,5.6520167,100.5065163,NDC,NDC
P104,5.288644,100.28069,NDC,NDC
P105,5.232221,100.440129,NDC,NDC
P106,5.424411,100.375972,NDC,NDC
P107,6.126389406,100.3664485,NDC,NDC
P108,5.404878,100.290001,NDC,NDC
P109,6.13394,100.38911,NDC,NDC
P110,5.210224,100.613739,NDC,NDC
P111,6.170077,100.306221,NDC,NDC
P112,5.70307488,100.5202037,NDC,NDC
P113,6.394593751,100.3017837,NDC,NDC
P114,5.492675,100.383783,NDC,NDC
P115,5.584855,100.374682,NDC,NDC
P116,5.505911,100.625269,NDC,NDC
P117,5.293363,100.231979,NDC,NDC
P118,5.701574,100.532975,NDC,NDC
P119,6.27541,100.40374,NDC,NDC
P120,6.200573,100.428792,NDC,NDC
P121,5.666675,100.530778,NDC,NDC
P122,5.5639127,100.6360348,NDC,NDC
P124,5.430722,100.311276,NDC,NDC
P125,5.274404,100.47665,NDC,NDC
P126,6.166739,100.499837,NDC,NDC
P127,5.4161,100.37926,NDC,NDC
P128,5.165804,100.476377,NDC,NDC
P129,5.628152,100.509969,NDC,NDC
P130,5.449815,100.304934,NDC,NDC
P131,6.27106578,100.4431444,NDC,NDC
P132,6.445046858,100.235088,NDC,NDC
P133,5.38431,100.54695,NDC,NDC
P134,5.711674,100.426935,NDC,NDC
P135,6.083015262,100.3601497,NDC,NDC
P136,5.818791764,100.5241927,NDC,NDC
P137,5.313859311,100.4928488,NDC,NDC
P138,5.512975373,100.4040503,NDC,NDC
P139,5.375554,100.537637,NDC,NDC
P140,5.582403,100.440071,NDC,NDC
P141,5.366522,100.435611,NDC,NDC
P142,5.90999,100.37513,NDC,NDC
P143,5.230778,100.491947,NDC,NDC
P144,5.509701,100.434706,NDC,NDC
P145,5.644873,100.490851,NDC,NDC
P146,5.60101,100.65394,NDC,NDC
P147,5.644873,100.490851,NDC,NDC
P148,6.151266,100.409331,NDC,NDC
P149,6.119366,100.388832,NDC,NDC
P151,5.617114,100.53501,NDC,NDC
P152,5.396933,100.559386,NDC,NDC
P153,5.490486,100.498131,NDC,NDC
P154,5.584268,100.487447,NDC,NDC
P155,5.371406,100.554006,NDC,NDC
P156,5.284522,100.506226,NDC,NDC
P157,6.261585,100.199199,NDC,NDC
P158,5.506071,100.537459,NDC,NDC
P159,6.6618045,100.321732,NDC,NDC
P160,5.340537,100.459895,NDC,NDC
P161,5.550003,100.494722,NDC,NDC
P162,5.680477,100.632474,NDC,NDC
P163,6.143098,100.358499,NDC,NDC
P164,5.408118,100.463253,NDC,NDC
P165,5.39912,100.28786,NDC,NDC
P166,5.452775,100.53913,NDC,NDC
P168,5.437816,100.514631,NDC,NDC
P169,5.386821,100.568776,NDC,NDC
P170,5.631427,100.51326,NDC,NDC
P171,5.316548,100.437053,NDC,NDC
P172,5.67615,100.919113,NDC,NDC
P173,5.424615,100.552533,NDC,NDC
PD01,5.80414,100.376471,NDC,NDC
PD02,5.64061,100.47856,NDC,NDC
PD03,6.42939,100.273,NDC,NDC
PD05,5.604891,100.640563,NDC,NDC
PD06,5.814812,100.739471,NDC,NDC
PD07,5.64381,100.51774,NDC,NDC
PD08,6.018187,100.384703,NDC,NDC
PD09,6.242959584,100.420537,NDC,NDC
PD10,6.100564,100.365827,NDC,NDC
PD11,6.395923059,100.1330063,NDC,NDC
PD12,5.733555,100.510792,NDC,NDC
PD13,6.17799,100.52954,NDC,NDC
PD14,6.13094,100.2978664,NDC,NDC
PD15,6.2389865,100.2456779,NDC,NDC
PD16,6.126107,100.368472,NDC,NDC
PD17,5.631583,100.538639,NDC,NDC
PD18,6.406607399,100.1819393,NDC,NDC
PD19,5.9891435,100.4763574,NDC,NDC
PD20,6.436972,100.194139,NDC,NDC
PD21,5.68042,100.492977,NDC,NDC
PD22,6.437506,100.305042,NDC,NDC
PD23,5.971165,100.400625,NDC,NDC
PD24,5.814389,100.474389,NDC,NDC
PD26,6.08893596,100.3099318,NDC,NDC
PD30,4.7710757,100.9373814,NDC,NDC
Q001,4.830722,101.0795,NDC,NDC
Q013,4.770583,100.9415,NDC,NDC
Q022,4.303503,100.759811,NDC,NDC
Q023,5.431444,101.126917,NDC,NDC
Q029,4.212865,100.6686117,NDC,NDC
Q030,4.443617,100.626251,NDC,NDC
Q049,4.774023,100.914884,NDC,NDC
Q050,5.1571,100.96096,NDC,NDC
Q052,5.7069229,101.0022655,NDC,NDC
Q053,4.2086,100.6379,NDC,NDC
Q059,4.897086,100.714324,NDC,NDC
Q062,4.862787,100.706929,NDC,NDC
Q064,4.822654,100.709549,NDC,NDC
Q066,5.224303,100.688505,NDC,NDC
Q071,4.81644,101.07786,NDC,NDC
Q072,4.193796,100.7005884,NDC,NDC
Q076,4.232496,100.630313,NDC,NDC
Q077,4.8916962,100.7343411,NDC,NDC
Q078,4.776105,100.859741,NDC,NDC
Q083,5.06964,100.38831,NDC,NDC
Q087,5.21488,100.69101,NDC,NDC
Q088,4.976046,100.789968,NDC,NDC
Q090,5.052754,100.589956,NDC,NDC
Q095,4.203809,100.67145,NDC,NDC
Q099,5.019031,100.436354,NDC,NDC
Q101,4.220145,100.67097,NDC,NDC
Q102,4.837462,100.711954,NDC,NDC
Q103,4.29369,100.753178,NDC,NDC
Q106,4.878223,100.728525,NDC,NDC
Q107,4.710185,100.71571,NDC,NDC
Q112,4.213995,100.688651,NDC,NDC
Q117,5.004928,100.951486,NDC,NDC
Q118,4.190189,100.658323,NDC,NDC
Q119,5.428929,101.129542,NDC,NDC
Q120,4.821405,100.740013,NDC,NDC
Q122,4.893489,100.724823,NDC,NDC
T003,6.1286142,100.342642,NDC,NDC
TA01,4.8657594,100.7315452,NDC,NDC
TA02,4.87292,100.72914,NDC,NDC
TK01,5.6601994,100.5013888,NDC,NDC
TK02,6.12504,100.36633,NDC,NDC
TK03,6.07935,100.36832,NDC,NDC
TP01,5.3340643,100.2909133,NDC,NDC
TP02,5.396354,100.290475,NDC,NDC
TP03,5.32029,100.47804,NDC,NDC
TP04,5.3984704,100.3979499,NDC,NDC
