store_id,has_time_constraint,constraints_json,original_constraint
ZL06,True,"[{""type"": ""window"", ""day"": ""Daily"", ""start_time"": ""22:30"", ""end_time"": ""10:00"", ""direction"": ""allowed""}]","Limited timeframe: 10:30pm to 10:00am, 3:30pm to 5:00pm"
ZL07,False,[],
ZL08,False,[],
ZL09,False,[],
ZL10,False,[],
ZL11,False,[],
ZL12,False,[],
ZL13,False,[],
ZL14,False,[],
ZL15,False,[],
ZL16,False,[],
ZL17,False,[],
ZL18,False,[],
ZL19,False,[],
ZL20,False,[],
ZL21,False,[],
ZL22,False,[],
ZL23,False,[],
ZL24,False,[],
ZL25,False,[],
ZL26,False,[],
ZL27,False,[],
ZL28,False,[],
ZL29,False,[],
ZL30,False,[],
ZL31,False,[],
ZL32,False,[],
ZL33,False,[],
ZL34,False,[],
ZL35,False,[],
ZL36,False,[],
ZL37,False,[],
ZL38,False,[],
ZL39,False,[],
ZL40,False,[],
ZL41,False,[],
ZL42,False,[],
ZL43,False,[],
ZL44,False,[],
ZL45,False,[],
ZL46,False,[],
ZL47,False,[],
ZL48,False,[],
ZL49,False,[],
ZL50,False,[],
ZL51,False,[],
ZL52,False,[],
ZL53,False,[],
ZL54,False,[],
ZL55,False,[],
ZL56,False,[],
ZL57,False,[],
ZL58,False,[],
ZL59,False,[],
ZL60,False,[],
ZL61,False,[],
ZL62,False,[],
ZL63,False,[],
ZL64,False,[],
ZL65,False,[],
ZL66,False,[],
ZL67,False,[],
ZL68,False,[],
ZL69,False,[],
ZL71,False,[],
